booking_id,customer_id,full_name,customer_country,booking_date,booking_day,booking_year,booking_month_number,booking_month,departure_date,departure_airport,arrival_airport,route,booking_amount,booking_status,payment_method,payment_status,failed_attempts,device_id,card_id,ip_country_code,card_country_code,days_before_departure,account_age_days,high_value_flag,last_minute_flag,country_mismatch_flag,failed_payment_flag,new_account_high_value_flag,shared_device_flag,shared_card_flag,fraud_risk_score,risk_level,recommended_action,fraud_confirmed,investigation_status
1461,1348,"James Wilson",US,"2025-06-14 09:42:54",2025-06-14,2025,6,2025-06,2025-08-25,LOS,AMS,"LOS - AMS",602.17,Completed,Amex,Successful,0,DEV-001348,CARD-001348-1,US,NG,72,806,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1462,661,"Emma Miller",ES,"2025-06-18 07:55:03",2025-06-18,2025,6,2025-06,2025-07-02,MUC,LOS,"MUC - LOS",1594.89,Confirmed,Amex,Successful,0,DEV-000661,CARD-000661-1,RO,DE,14,700,1,0,1,0,0,0,0,35,Medium,"Additional verification",0,Cleared
1463,837,"Olivia Martin",GR,"2026-03-06 13:21:35",2026-03-06,2026,3,2026-03,2026-04-23,LOS,OTP,"LOS - OTP",238.93,Completed,Mastercard,Successful,0,DEV-000837,CARD-000837-1,FR,GR,48,690,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1464,1214,"Amelia Rossi",ES,"2025-08-03 08:42:21",2025-08-03,2025,8,2025-08,2025-10-11,TIA,LAX,"TIA - LAX",1922.43,Completed,Visa,Successful,4,DEV-SHARED-092,CARD-001214-2,ES,FR,69,356,1,0,1,1,0,1,0,70,High,"Manual review",0,Cleared
1465,564,"Olivia Rossi",RO,"2025-02-18 22:35:56",2025-02-18,2025,2,2025-02,2025-05-21,ATH,VCE,"ATH - VCE",1532.33,Confirmed,Visa,Successful,5,DEV-SHARED-042,CARD-000564-1,RO,RO,92,364,1,0,0,1,0,1,0,55,Medium,"Additional verification",0,Cleared
1466,643,"Leo Thomas",NG,"2026-01-17 02:23:16",2026-01-17,2026,1,2026-01,2026-03-24,TIA,JFK,"TIA - JFK",647.07,Confirmed,Mastercard,Successful,1,DEV-000643,CARD-000643-2,RO,NG,66,300,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1467,1628,"Sofia Miller",GB,"2026-02-18 16:16:05",2026-02-18,2026,2,2026-02,2026-03-23,MAN,TIA,"MAN - TIA",1333.67,Confirmed,Mastercard,Successful,0,DEV-001628,CARD-001628-2,GB,IT,33,1013,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1468,1210,"Noah Taylor",AL,"2025-06-23 03:22:03",2025-06-23,2025,6,2025-06,2025-12-02,LOS,AUH,"LOS - AUH",630.20,Cancelled,Mastercard,Successful,0,DEV-SHARED-018,CARD-001210-2,AL,NG,162,546,0,0,1,0,0,1,0,35,Medium,"Additional verification",0,Cleared
1469,845,"Mia Moore",RO,"2025-08-18 00:12:11",2025-08-18,2025,8,2025-08,2025-11-01,MXP,MUC,"MXP - MUC",1482.04,Completed,Visa,Successful,0,DEV-000845,CARD-000845-1,RO,RO,75,315,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1470,967,"Leo Thomas",FR,"2026-05-20 06:03:53",2026-05-20,2026,5,2026-05,2026-10-01,FCO,CDG,"FCO - CDG",260.83,Confirmed,PayPal,Successful,0,DEV-000967,CARD-000967-1,FR,FR,134,1191,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1471,336,"Ethan Wilson",GB,"2025-05-30 18:54:28",2025-05-30,2025,5,2025-05,2025-07-03,OTP,DXB,"OTP - DXB",303.05,Completed,Amex,Refunded,5,DEV-000336,CARD-000336-1,FR,DE,34,788,0,0,1,1,0,0,0,30,Medium,"Additional verification",0,Cleared
1472,1230,"James Lee",ES,"2025-05-02 01:26:31",2025-05-02,2025,5,2025-05,2025-09-05,JFK,BER,"JFK - BER",330.14,Confirmed,Mastercard,Successful,0,DEV-001230,CARD-001230-2,ES,ES,126,610,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1473,1980,"Leo Thomas",GR,"2025-10-04 13:29:34",2025-10-04,2025,10,2025-10,2026-02-06,TIA,MUC,"TIA - MUC",339.97,Completed,Mastercard,Successful,0,DEV-001980,CARD-SHARED-045,GR,GR,125,632,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
1474,1973,"Mia Miller",ES,"2025-11-01 17:06:11",2025-11-01,2025,11,2025-11,2025-11-21,LGW,FCO,"LGW - FCO",858.35,Confirmed,PayPal,Successful,0,DEV-001973,CARD-001973-1,RO,ES,20,7,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1475,1159,"Leo Anderson",US,"2026-04-16 13:32:57",2026-04-16,2026,4,2026-04,2026-04-22,MAD,AUH,"MAD - AUH",1482.42,Completed,Amex,Successful,0,DEV-001159,CARD-001159-2,US,US,6,345,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1476,1894,"Alex Garcia",FR,"2025-02-09 08:41:31",2025-02-09,2025,2,2025-02,2025-07-28,CDG,ORD,"CDG - ORD",919.56,Confirmed,Visa,Successful,0,DEV-001894,CARD-001894-1,FR,FR,169,23,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1477,123,"Lucas Wilson",DE,"2026-04-20 07:59:03",2026-04-20,2026,4,2026-04,2026-04-30,MUC,CDG,"MUC - CDG",195.91,Confirmed,Amex,Successful,0,DEV-000123,CARD-000123-2,DE,DE,10,276,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1478,509,"Daniel Lee",IT,"2025-11-05 04:07:36",2025-11-05,2025,11,2025-11,2025-11-07,AUH,LOS,"AUH - LOS",379.88,Confirmed,Amex,Successful,7,DEV-FRAUD-012,CARD-FRAUD-018,AL,DE,2,101,0,0,1,1,0,1,1,75,High,"Manual review",1,"Confirmed Fraud"
1479,1328,"Ethan Martin",AE,"2026-04-18 03:38:48",2026-04-18,2026,4,2026-04,2026-06-15,ORY,LHR,"ORY - LHR",2217.39,Completed,Visa,Successful,0,DEV-001328,CARD-001328-1,AE,AE,58,769,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
1480,1230,"James Lee",ES,"2026-02-24 04:24:15",2026-02-24,2026,2,2026-02,2026-02-26,LAX,ORY,"LAX - ORY",2303.72,"Pending Review",Amex,Successful,3,DEV-FRAUD-018,CARD-001230-2,NL,AE,2,908,1,1,1,1,0,1,0,85,High,"Manual review",1,"Confirmed Fraud"
1481,146,"James Clark",ES,"2025-11-12 19:33:34",2025-11-12,2025,11,2025-11,2025-12-07,MXP,LAX,"MXP - LAX",689.68,Completed,Amex,Successful,1,DEV-000146,CARD-000146-2,ES,RO,25,495,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1482,1144,"Emma Lee",NG,"2025-11-16 21:41:16",2025-11-16,2025,11,2025-11,2026-03-25,CDG,FCO,"CDG - FCO",732.26,Confirmed,Amex,Successful,1,DEV-001144,CARD-001144-1,NG,NG,129,27,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1483,711,"James Lewis",NL,"2026-06-03 05:20:39",2026-06-03,2026,6,2026-06,2026-06-04,AMS,OTP,"AMS - OTP",126.20,Completed,Amex,Successful,4,DEV-000711,CARD-000711-2,NL,NL,1,1063,0,0,0,1,0,0,0,15,Low,Allow,0,Cleared
1484,1578,"Sofia Clark",GB,"2025-02-05 00:18:09",2025-02-05,2025,2,2025-02,2025-05-13,TIA,LHR,"TIA - LHR",695.89,Completed,Visa,Successful,0,DEV-001578,CARD-001578-2,GB,GB,97,423,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1485,369,"Lucas Miller",NL,"2026-03-10 04:22:44",2026-03-10,2026,3,2026-03,2026-06-19,FRA,ORD,"FRA - ORD",1167.92,Confirmed,Mastercard,Successful,0,DEV-000369,CARD-000369-2,NG,NL,101,234,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1486,853,"Isabella Garcia",US,"2025-11-19 13:09:18",2025-11-19,2025,11,2025-11,2025-11-25,SKG,DXB,"SKG - DXB",662.60,Confirmed,Mastercard,Successful,1,DEV-000853,CARD-000853-1,US,US,6,195,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1487,1097,"Ethan Anderson",AE,"2025-09-11 04:26:22",2025-09-11,2025,9,2025-09,2025-09-15,TIA,ORD,"TIA - ORD",1105.19,Confirmed,PayPal,Failed,0,DEV-001097,CARD-SHARED-019,AE,AE,4,367,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
1488,1070,"Maria Smith",IT,"2026-07-05 05:33:19",2026-07-05,2026,7,2026-07,2026-10-27,LAX,VCE,"LAX - VCE",197.65,Completed,Amex,Successful,0,DEV-001070,CARD-001070-1,IT,IT,114,135,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1489,1109,"Noah Miller",NG,"2026-04-24 07:30:59",2026-04-24,2026,4,2026-04,2026-07-02,MUC,DXB,"MUC - DXB",422.18,Confirmed,Mastercard,Successful,0,DEV-001109,CARD-001109-1,RO,NG,69,253,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1490,7,"Sofia Wilson",GB,"2025-08-07 01:33:53",2025-08-07,2025,8,2025-08,2025-11-14,OTP,ORY,"OTP - ORY",2423.26,Completed,Amex,Successful,5,DEV-000007,CARD-000007-1,GB,GB,99,245,1,0,0,1,0,0,0,35,Medium,"Additional verification",0,Cleared
1491,466,"Isabella Thomas",AE,"2025-12-27 07:30:37",2025-12-27,2025,12,2025-12,2026-02-19,DXB,MAD,"DXB - MAD",176.89,Confirmed,Mastercard,Successful,0,DEV-000466,CARD-000466-1,AE,AE,54,1016,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1492,328,"Lucas Garcia",DE,"2026-06-26 04:45:25",2026-06-26,2026,6,2026-06,2026-11-05,OTP,FRA,"OTP - FRA",930.37,Completed,Visa,Successful,0,DEV-000328,CARD-000328-2,DE,DE,132,317,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1493,1500,"Alex Smith",NL,"2025-09-06 00:56:27",2025-09-06,2025,9,2025-09,2025-10-13,SKG,ORY,"SKG - ORY",532.61,Confirmed,Mastercard,Successful,0,DEV-001500,CARD-001500-1,NL,RO,37,493,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1494,1009,"Maria Brown",US,"2025-04-19 11:48:40",2025-04-19,2025,4,2025-04,2025-08-07,VCE,AGP,"VCE - AGP",1053.41,Completed,Mastercard,Successful,3,DEV-001009,CARD-001009-1,US,FR,110,773,0,0,1,1,0,0,0,30,Medium,"Additional verification",0,Cleared
1495,1058,"Ethan Moore",RO,"2025-06-29 01:07:57",2025-06-29,2025,6,2025-06,2025-12-04,CDG,HER,"CDG - HER",1487.66,Confirmed,PayPal,Successful,1,DEV-001058,CARD-001058-1,NL,NG,158,64,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1496,1178,"Lucas Wilson",NG,"2026-02-16 09:17:36",2026-02-16,2026,2,2026-02,2026-07-31,JFK,BER,"JFK - BER",458.39,Confirmed,PayPal,Successful,0,DEV-001178,CARD-001178-1,NG,NG,165,595,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1497,854,"Noah Anderson",RO,"2026-06-10 22:46:59",2026-06-10,2026,6,2026-06,2026-07-10,ORY,DXB,"ORY - DXB",1184.94,Confirmed,Visa,Successful,0,DEV-000854,CARD-000854-2,RO,RO,30,888,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1498,869,"Noah Anderson",AL,"2025-11-11 03:14:51",2025-11-11,2025,11,2025-11,2026-05-03,AGP,ORY,"AGP - ORY",906.41,Confirmed,Amex,Successful,0,DEV-SHARED-062,CARD-SHARED-015,AL,AL,173,302,0,0,0,0,0,1,1,45,Medium,"Additional verification",0,Cleared
1499,39,"Leo Garcia",NL,"2025-07-30 17:59:02",2025-07-30,2025,7,2025-07,2025-10-14,SKG,DXB,"SKG - DXB",1074.45,Confirmed,Visa,Failed,0,DEV-000039,CARD-000039-2,IT,NL,76,787,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1500,1658,"Maria Moore",NL,"2025-07-14 19:05:55",2025-07-14,2025,7,2025-07,2025-10-01,MUC,NCE,"MUC - NCE",879.71,Confirmed,Mastercard,Refunded,0,DEV-SHARED-087,CARD-001658-1,NL,NL,79,270,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
1501,528,"Ava Garcia",FR,"2025-12-03 20:43:33",2025-12-03,2025,12,2025-12,2026-03-16,VCE,MAN,"VCE - MAN",1250.67,Cancelled,Amex,Successful,4,DEV-000528,CARD-000528-1,FR,FR,103,7,0,0,0,1,1,0,0,25,Low,Allow,0,Cleared
1502,163,"Lucas Lewis",RO,"2026-01-31 14:40:07",2026-01-31,2026,1,2026-01,2026-04-16,DXB,VCE,"DXB - VCE",1228.23,Completed,Mastercard,Failed,0,DEV-000163,CARD-000163-1,RO,NL,75,740,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1503,1635,"Ethan Lee",RO,"2026-06-22 20:15:48",2026-06-22,2026,6,2026-06,2026-10-05,TIA,AGP,"TIA - AGP",1154.68,Completed,Visa,Refunded,0,DEV-001635,CARD-001635-2,RO,RO,105,984,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1504,503,"Sofia Brown",DE,"2026-04-07 21:49:21",2026-04-07,2026,4,2026-04,2026-04-15,OTP,LHR,"OTP - LHR",217.18,Confirmed,Amex,Successful,0,DEV-000503,CARD-000503-2,DE,DE,8,350,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1505,832,"Sofia Thomas",DE,"2026-07-11 12:52:23",2026-07-11,2026,7,2026-07,2026-12-29,TIA,LOS,"TIA - LOS",1051.93,Completed,Mastercard,Successful,0,DEV-000832,CARD-000832-1,DE,RO,171,1139,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1506,388,"Liam Moore",GR,"2025-11-10 15:39:14",2025-11-10,2025,11,2025-11,2026-01-23,ATH,NCE,"ATH - NCE",2317.57,Completed,PayPal,Failed,4,DEV-000388,CARD-000388-2,GR,AL,74,895,1,0,1,1,0,0,0,50,Medium,"Additional verification",0,Cleared
1507,24,"Ava Lewis",ES,"2026-03-30 09:00:25",2026-03-30,2026,3,2026-03,2026-06-08,VCE,LAX,"VCE - LAX",328.62,Completed,Mastercard,Successful,5,DEV-000024,CARD-000024-1,ES,ES,70,145,0,0,0,1,0,0,0,15,Low,Allow,0,Cleared
1508,1243,"Olivia Taylor",IT,"2025-11-22 15:47:24",2025-11-22,2025,11,2025-11,2026-01-21,LOS,LHR,"LOS - LHR",1341.19,Completed,Visa,Successful,0,DEV-SHARED-018,CARD-SHARED-041,IT,FR,60,825,0,0,1,0,0,1,1,60,High,"Manual review",0,Cleared
1509,1262,"Ethan Anderson",GB,"2026-04-22 22:52:51",2026-04-22,2026,4,2026-04,2026-06-01,AMS,BCN,"AMS - BCN",399.81,Confirmed,Visa,Successful,0,DEV-001262,CARD-001262-1,GB,GB,40,266,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1510,4,"Liam Lee",FR,"2026-06-27 05:48:17",2026-06-27,2026,6,2026-06,2026-10-05,LHR,MAD,"LHR - MAD",210.89,Completed,Mastercard,Successful,2,DEV-SHARED-086,CARD-000004-1,ES,US,100,157,0,0,1,0,0,1,0,35,Medium,"Additional verification",0,Cleared
1511,1831,"Alex Clark",IT,"2025-04-04 12:01:19",2025-04-04,2025,4,2025-04,2025-05-24,OTP,LOS,"OTP - LOS",522.91,Confirmed,Amex,Successful,0,DEV-001831,CARD-001831-1,IT,IT,50,191,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1512,251,"Alex Smith",US,"2026-03-10 15:55:07",2026-03-10,2026,3,2026-03,2026-07-10,NCE,MXP,"NCE - MXP",1196.29,Confirmed,Amex,Successful,0,DEV-000251,CARD-000251-1,AE,AE,122,242,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1513,754,"Daniel Garcia",NG,"2026-07-14 18:15:35",2026-07-14,2026,7,2026-07,2027-01-04,OTP,FCO,"OTP - FCO",362.34,Confirmed,Visa,Successful,0,DEV-SHARED-082,CARD-000754-2,NG,NG,174,1,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
1514,1139,"Emma Anderson",ES,"2025-11-27 08:44:12",2025-11-27,2025,11,2025-11,2026-04-09,LHR,LAX,"LHR - LAX",857.52,Confirmed,Amex,Successful,0,DEV-001139,CARD-001139-1,GB,ES,133,563,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1515,1337,"Emma Wilson",NL,"2025-11-22 11:41:06",2025-11-22,2025,11,2025-11,2026-04-12,TIA,LGW,"TIA - LGW",234.37,Confirmed,Mastercard,Successful,0,DEV-001337,CARD-001337-2,NL,NL,141,50,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1516,1253,"Noah Clark",AL,"2025-07-15 10:25:27",2025-07-15,2025,7,2025-07,2025-11-11,FRA,SKG,"FRA - SKG",1001.41,Confirmed,PayPal,Successful,0,DEV-001253,CARD-001253-1,AL,AL,119,107,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1517,965,"Ethan Garcia",AE,"2025-09-05 16:00:44",2025-09-05,2025,9,2025-09,2026-02-10,LAX,MUC,"LAX - MUC",1417.70,Completed,Mastercard,Successful,1,DEV-000965,CARD-000965-1,AE,AE,158,199,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1518,687,"Noah Lewis",US,"2026-06-19 13:03:47",2026-06-19,2026,6,2026-06,2026-09-05,OTP,BER,"OTP - BER",1428.01,Completed,Mastercard,Successful,1,DEV-000687,CARD-000687-2,US,US,78,194,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1519,889,"Sofia Martin",DE,"2026-07-02 18:42:13",2026-07-02,2026,7,2026-07,2026-07-03,MXP,ATH,"MXP - ATH",3014.64,Confirmed,Amex,Successful,4,DEV-000889,CARD-FRAUD-019,AE,AE,1,346,1,1,1,1,0,0,1,90,Critical,"Block and investigate",1,"Confirmed Fraud"
1520,537,"Liam Clark",US,"2026-06-28 18:56:49",2026-06-28,2026,6,2026-06,2026-10-09,HER,LAX,"HER - LAX",2401.15,Confirmed,PayPal,Successful,0,DEV-000537,CARD-000537-2,US,US,103,956,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
1521,1879,"Emma Wilson",IT,"2025-05-14 16:59:09",2025-05-14,2025,5,2025-05,2025-08-05,DXB,CDG,"DXB - CDG",1957.12,Confirmed,Visa,Successful,0,DEV-001879,CARD-001879-1,IT,IT,83,447,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
1522,1306,"Ethan Smith",DE,"2025-04-27 00:21:59",2025-04-27,2025,4,2025-04,2025-08-08,FRA,TIA,"FRA - TIA",2430.66,Completed,PayPal,Successful,0,DEV-001306,CARD-001306-2,DE,DE,103,43,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
1523,291,"Amelia Miller",DE,"2025-03-09 17:13:56",2025-03-09,2025,3,2025-03,2025-06-24,TIA,BCN,"TIA - BCN",1424.45,Cancelled,PayPal,Successful,0,DEV-000291,CARD-SHARED-063,NG,AE,107,724,0,0,1,0,0,0,1,40,Medium,"Additional verification",0,Cleared
1524,324,"Ava Anderson",DE,"2025-11-03 18:29:47",2025-11-03,2025,11,2025-11,2026-04-23,MXP,AMS,"MXP - AMS",251.74,Confirmed,Visa,Successful,1,DEV-000324,CARD-000324-1,DE,DE,171,536,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1525,719,"Sofia Clark",NG,"2025-12-10 22:01:02",2025-12-10,2025,12,2025-12,2026-04-15,HER,LOS,"HER - LOS",1712.60,Confirmed,Visa,Successful,2,DEV-000719,CARD-000719-1,NG,NG,126,152,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
1526,1909,"Noah Lee",RO,"2026-07-05 17:41:20",2026-07-05,2026,7,2026-07,2026-07-06,MAN,ORD,"MAN - ORD",1479.22,Confirmed,PayPal,Successful,3,DEV-001909,CARD-001909-2,RO,RO,1,37,0,1,0,1,0,0,0,30,Medium,"Additional verification",0,Cleared
1527,110,"Olivia Rossi",RO,"2025-05-12 11:16:17",2025-05-12,2025,5,2025-05,2025-10-13,LOS,MUC,"LOS - MUC",727.06,Completed,Visa,Successful,0,DEV-000110,CARD-000110-2,RO,NG,154,245,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1528,1311,"Isabella Moore",AL,"2026-04-14 00:46:06",2026-04-14,2026,4,2026-04,2026-08-06,ORY,OTP,"ORY - OTP",582.60,"Pending Review",Visa,Successful,1,DEV-001311,CARD-001311-1,AL,AL,114,78,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1529,378,"Ava Lee",US,"2025-04-07 03:10:49",2025-04-07,2025,4,2025-04,2025-06-16,MAN,TIA,"MAN - TIA",411.96,Confirmed,Amex,Successful,0,DEV-000378,CARD-000378-1,US,GR,70,587,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1530,964,"Mia Lewis",DE,"2025-11-06 08:50:45",2025-11-06,2025,11,2025-11,2025-11-23,NCE,LAX,"NCE - LAX",91.45,"Pending Review",PayPal,Successful,0,DEV-000964,CARD-000964-2,NG,DE,17,820,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1531,467,"Daniel Rossi",ES,"2025-11-06 23:20:28",2025-11-06,2025,11,2025-11,2026-02-26,MAN,TIA,"MAN - TIA",700.44,Completed,Amex,Failed,0,DEV-000467,CARD-SHARED-093,NG,ES,112,532,0,0,1,0,0,0,1,40,Medium,"Additional verification",0,Cleared
1532,1797,"Olivia Taylor",NL,"2025-08-31 16:24:39",2025-08-31,2025,8,2025-08,2026-02-12,AMS,MAD,"AMS - MAD",856.54,Confirmed,Mastercard,Successful,0,DEV-001797,CARD-001797-2,NL,NL,165,802,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1533,1075,"Alex Brown",NG,"2026-02-07 12:12:19",2026-02-07,2026,2,2026-02,2026-05-16,LHR,LOS,"LHR - LOS",113.75,Completed,Amex,Successful,0,DEV-001075,CARD-001075-2,NG,NG,98,1110,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1534,451,"Daniel Lee",RO,"2026-06-10 08:39:35",2026-06-10,2026,6,2026-06,2026-11-11,AMS,ORY,"AMS - ORY",585.42,Confirmed,Visa,Successful,0,DEV-000451,CARD-000451-2,RO,RO,154,111,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1535,1291,"Isabella Taylor",ES,"2026-06-17 04:54:20",2026-06-17,2026,6,2026-06,2026-09-07,FCO,DXB,"FCO - DXB",1194.90,Confirmed,PayPal,Successful,0,DEV-001291,CARD-SHARED-058,US,ES,82,1188,0,0,1,0,0,0,1,40,Medium,"Additional verification",0,Cleared
1536,533,"Daniel Smith",GB,"2026-04-27 01:40:44",2026-04-27,2026,4,2026-04,2026-09-18,ATH,ORY,"ATH - ORY",1160.23,Cancelled,Amex,Successful,0,DEV-000533,CARD-000533-2,GB,AL,144,10,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1537,874,"Daniel Martin",FR,"2025-03-30 20:11:45",2025-03-30,2025,3,2025-03,2025-05-09,FCO,OTP,"FCO - OTP",228.92,Cancelled,Mastercard,Successful,0,DEV-000874,CARD-000874-2,FR,FR,40,21,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1538,42,"Ethan Miller",GR,"2025-11-04 08:32:56",2025-11-04,2025,11,2025-11,2026-01-08,OTP,HER,"OTP - HER",771.26,Confirmed,PayPal,Successful,0,DEV-000042,CARD-000042-1,NL,GR,65,107,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1539,808,"Isabella Wilson",GR,"2025-03-28 10:36:36",2025-03-28,2025,3,2025-03,2025-03-30,LGW,AUH,"LGW - AUH",878.82,Confirmed,Visa,Successful,0,DEV-000808,CARD-000808-1,GR,GR,2,729,0,1,0,0,0,0,0,15,Low,Allow,0,Cleared
1540,1264,"Ethan Anderson",NG,"2025-05-20 04:18:07",2025-05-20,2025,5,2025-05,2025-08-30,OTP,MAD,"OTP - MAD",1027.05,"Pending Review",Mastercard,Successful,0,DEV-001264,CARD-SHARED-044,NG,NG,102,646,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
1541,49,"Alex Martin",US,"2026-02-09 14:33:52",2026-02-09,2026,2,2026-02,2026-06-11,MAD,LOS,"MAD - LOS",941.95,Completed,PayPal,Successful,3,DEV-000049,CARD-000049-2,NL,US,122,521,0,0,1,1,0,0,0,30,Medium,"Additional verification",0,Cleared
1542,449,"Isabella Rossi",US,"2025-12-25 03:43:07",2025-12-25,2025,12,2025-12,2026-02-05,ORY,AMS,"ORY - AMS",1431.17,Completed,PayPal,Successful,1,DEV-000449,CARD-000449-2,US,US,42,1036,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1543,702,"Lucas Smith",FR,"2026-06-03 23:16:59",2026-06-03,2026,6,2026-06,2026-11-29,HER,LOS,"HER - LOS",202.91,Completed,PayPal,Successful,5,DEV-000702,CARD-000702-2,FR,FR,179,175,0,0,0,1,0,0,0,15,Low,Allow,0,Cleared
1544,1615,"Alex Miller",GB,"2025-04-03 20:59:20",2025-04-03,2025,4,2025-04,2025-07-24,MAD,FCO,"MAD - FCO",2162.23,Completed,Amex,Refunded,0,DEV-001615,CARD-001615-2,GB,GB,112,317,1,0,0,0,0,0,0,20,Low,Allow,0,Cleared
1545,1057,"Sofia Wilson",DE,"2026-04-18 20:48:57",2026-04-18,2026,4,2026-04,2026-04-30,MXP,MAN,"MXP - MAN",346.78,Confirmed,Mastercard,Successful,0,DEV-001057,CARD-SHARED-039,DE,DE,12,65,0,0,0,0,0,0,1,25,Low,Allow,0,Cleared
1546,191,"Noah Moore",IT,"2025-06-12 02:42:42",2025-06-12,2025,6,2025-06,2025-06-19,FCO,FRA,"FCO - FRA",1332.07,Confirmed,Mastercard,Successful,0,DEV-SHARED-050,CARD-000191-1,IT,IT,7,113,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
1547,1897,"Amelia Taylor",FR,"2026-05-29 22:56:42",2026-05-29,2026,5,2026-05,2026-09-18,OTP,AMS,"OTP - AMS",1368.23,Completed,Mastercard,Successful,0,DEV-001897,CARD-001897-2,FR,FR,112,195,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1548,996,"Alex Taylor",AL,"2026-01-01 20:25:49",2026-01-01,2026,1,2026-01,2026-02-19,FRA,AUH,"FRA - AUH",231.17,Completed,PayPal,Failed,2,DEV-SHARED-109,CARD-000996-2,AL,AL,49,250,0,0,0,0,0,1,0,20,Low,Allow,0,Cleared
1549,784,"Alex Anderson",RO,"2025-01-09 00:12:24",2025-01-09,2025,1,2025-01,2025-01-10,DXB,OTP,"DXB - OTP",504.15,Cancelled,PayPal,Successful,0,DEV-000784,CARD-000784-1,RO,RO,1,413,0,0,0,0,0,0,0,0,Low,Allow,0,Cleared
1550,1188,"Ava Moore",ES,"2025-03-16 20:58:58",2025-03-16,2025,3,2025-03,2025-06-15,DXB,OTP,"DXB - OTP",800.14,Confirmed,PayPal,Refunded,0,DEV-001188,CARD-001188-2,ES,NL,91,535,0,0,1,0,0,0,0,15,Low,Allow,0,Cleared
1551,1877,"Emma Taylor",AE,"2026-03-20 20:56:09",2026-03-20,2026,3,2026-03,2026-09-04,ORD,MXP,"ORD - MXP",849.90,Completed,Mastercard,Refunded,5,DEV-001877,CARD-SHARED-005,AE,AE,168,701,0,0,0,1,0,0,1,40,Medium,"Additional verification",0,Cleared
